1450;1041;987;2014-05-21 22:45:11
1450;1812;1801;2014-05-21 23:22:57
1450;2468;1450;2014-05-27 11:18:43
1267;1746;1728;2014-05-23 00:04:00
1267;1668;1656;2014-05-23 00:10:01
1267;2934;2300;2014-05-23 00:15:25
1267;3259;3256;2014-05-23 13:14:36
1267;1437;1267;2014-05-23 13:15:09
1267;2934;2300;2014-05-23 21:25:54
1267;7001;1656;2014-05-29 19:56:09
1267;2967;1267;2014-06-04 17:39:52
1267;1944;1941;2014-06-12 13:38:36
1267;11359;1267;2014-06-12 20:24:05
1267;10274;1066;2014-06-20 22:23:29
1267;1778;1476;2014-06-20 23:20:07
1267;12033;1066;2014-06-20 23:24:26
3048;2934;2300;2014-05-23 21:58:22
3048;3826;3810;2014-05-24 08:20:02
3048;3632;1675;2014-05-24 14:28:51
3048;1142;1114;2014-05-24 14:35:07
3048;3491;3048;2014-05-24 15:33:33
3048;3253;3048;2014-05-24 19:30:08
3048;4281;4242;2014-05-24 23:25:49
3573;7351;3573;2014-05-30 18:50:22
1834;2879;1728;2014-05-26 09:15:43
1834;6257;1728;2014-05-29 16:50:30
1834;3009;1121;2014-06-04 17:11:17
1076;1812;1801;2014-05-21 15:30:40
1941;1949;1228;2014-05-21 12:59:23
1941;1927;1920;2014-05-21 13:07:52
1941;1404;1361;2014-05-22 09:36:46
1941;1297;1241;2014-05-22 09:43:25
1941;3084;3066;2014-05-23 14:17:13
1941;2767;1743;2014-05-23 19:08:42
1941;3374;3338;2014-05-23 19:13:00
1941;3313;1341;2014-05-23 19:25:30
1941;3202;2970;2014-05-23 19:34:50
1941;2039;1426;2014-05-23 19:37:15
1941;2595;1941;2014-05-24 19:30:41
1941;2096;1534;2014-05-25 22:35:28
1941;2983;1095;2014-05-28 20:06:58
1941;6516;1125;2014-05-28 20:20:22
1941;6270;1570;2014-05-28 20:27:30
1941;6225;1241;2014-05-28 20:36:51
1941;5700;1941;2014-05-29 11:24:32
1941;7300;3338;2014-05-30 18:54:52
1941;7312;3338;2014-05-30 18:58:08
1941;5406;1426;2014-05-30 19:04:36
1941;6478;1534;2014-05-30 19:06:21
3256;3218;3173;2014-05-23 19:27:41
3256;3218;3173;2014-05-23 19:32:34
3256;2967;1267;2014-05-23 19:39:49
3256;5901;4445;2014-05-29 16:01:00
1376;1323;1197;2014-05-20 13:33:33
1675;1142;1114;2014-05-23 22:13:40
1675;1142;1114;2014-05-24 12:41:32
1675;3491;3048;2014-05-24 22:58:32
3761;4169;3761;2014-05-26 23:54:41
3761;5400;2873;2014-05-26 23:57:42
1798;3844;1798;2014-05-24 01:20:45
1798;3850;1798;2014-05-24 08:42:52
1798;3850;1798;2014-05-24 14:15:06
1798;5755;1798;2014-05-27 17:19:14
2460;2546;2460;2014-05-22 01:32:32
2460;2546;2460;2014-05-23 23:01:34
1092;1009;987;2014-05-20 21:46:25
3480;5622;3480;2014-05-28 10:50:35
3480;5622;3480;2014-05-31 08:26:05
1099;1041;987;2014-05-19 17:03:45
1099;1100;1099;2014-05-19 17:57:17
1099;1148;1099;2014-05-20 16:00:05
1099;1148;1099;2014-05-21 16:04:42
1099;2265;2215;2014-05-22 21:16:38
1099;2096;1534;2014-05-22 21:18:22
1099;5044;1099;2014-05-26 19:13:09
1099;1148;1099;2014-05-28 15:39:38
1099;5264;1099;2014-05-28 16:03:15
5593;6231;5593;2014-05-28 19:13:46
4873;5498;5301;2014-05-27 19:42:14
1557;2943;1476;2014-05-26 13:49:18
1557;1909;1637;2014-05-26 13:58:53
1557;2767;1743;2014-05-26 14:03:29
1557;2767;1743;2014-05-26 14:20:13
1557;3510;1557;2014-05-26 14:21:05
1557;4098;1577;2014-05-26 21:28:44
1557;3510;1557;2014-05-28 09:12:00
2558;2561;2558;2014-05-24 10:39:50
1066;9563;1066;2014-06-08 13:20:22
2141;3397;3383;2014-05-23 18:05:55
2141;4508;2169;2014-05-25 16:17:30
2141;7820;3383;2014-05-31 17:32:09
2141;11359;1267;2014-07-03 18:38:29
2141;11199;2300;2014-07-03 18:45:39
2141;11784;1180;2014-07-03 18:52:08
2141;9751;5277;2014-07-06 10:39:44
2141;10469;5593;2014-07-06 10:45:08
1382;1668;1656;2014-05-21 05:06:35
1382;1318;1317;2014-05-21 05:09:09
1382;1209;1197;2014-05-21 05:13:09
1382;1354;1341;2014-05-21 05:19:35
1382;1404;1361;2014-05-21 05:50:42
1382;1850;1095;2014-05-21 05:56:55
1382;1148;1099;2014-05-21 06:18:26
1382;1664;1663;2014-05-21 06:27:45
1382;1842;1834;2014-05-21 06:49:04
1382;1812;1801;2014-05-21 06:51:27
1382;1685;1684;2014-05-22 13:03:08
1382;3023;3020;2014-05-23 04:02:50
1382;2786;1224;2014-05-23 04:06:39
1382;1437;1267;2014-05-23 04:09:06
1382;2445;2439;2014-05-23 04:24:22
1382;1850;1095;2014-05-23 04:28:00
1382;2882;2866;2014-05-23 04:30:50
1382;1564;1534;2014-05-23 04:38:01
1382;2293;2262;2014-05-23 04:42:22
1382;1209;1197;2014-05-24 03:07:59
1382;1354;1341;2014-05-24 03:14:44
1382;1564;1534;2014-05-24 03:23:04
1382;1850;1095;2014-05-24 03:41:56
1382;3850;1798;2014-05-24 04:31:49
1382;3826;3810;2014-05-24 04:34:36
1382;3728;2779;2014-05-24 04:49:04
1382;3728;2779;2014-05-24 12:11:20
1382;3850;1798;2014-05-24 12:29:02
1382;1394;1376;2014-05-24 13:05:06
1382;1503;1361;2014-05-24 13:25:49
1382;1385;1370;2014-05-24 13:36:11
1382;1323;1197;2014-05-24 13:56:45
1382;1850;1095;2014-05-28 12:49:57
2779;3728;2779;2014-05-24 07:01:34
1121;1630;1092;2014-05-23 08:27:34
1121;2336;1975;2014-05-23 08:30:24
1121;3009;1121;2014-06-06 18:24:10
1121;3444;1121;2014-06-06 18:25:44
1121;8986;4594;2014-06-06 18:31:23
987;1041;987;2014-05-20 12:27:12
987;1334;1197;2014-05-20 12:28:43
987;1354;1341;2014-05-20 12:32:29
987;2486;2442;2014-05-22 00:38:49
987;2457;1125;2014-05-22 00:39:41
987;2480;2377;2014-05-22 00:40:50
987;1297;1241;2014-05-22 00:42:59
987;2408;2389;2014-05-22 00:53:56
987;2265;2215;2014-05-22 00:56:59
987;2219;1764;2014-05-22 00:59:20
987;1909;1637;2014-05-22 01:01:52
987;1880;1519;2014-05-22 01:03:19
987;1892;1663;2014-05-22 01:15:46
987;1041;987;2014-05-26 01:11:25
987;5333;1684;2014-05-28 18:19:41
987;6516;1125;2014-05-28 18:21:38
987;6231;5593;2014-05-28 18:22:51
987;6231;5593;2014-05-28 19:10:51
987;6719;1834;2014-05-29 12:23:14
987;8035;1197;2014-06-02 11:28:33
987;8160;2126;2014-06-02 11:51:28
987;8689;2021;2014-06-03 10:47:37
987;8514;1099;2014-06-03 10:53:41
987;10335;2126;2014-06-09 17:00:49
987;8933;5625;2014-06-09 17:01:34
1177;2051;2007;2014-05-22 21:55:13
